.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
4928,209,Male,"(11,16]",Male_209,"(11,16]_209",Black,Non-White
4929,209,Male,"(11,16]",Male_209,"(11,16]_209",Mixed,Non-White
4930,209,Male,"(11,16]",Male_209,"(11,16]_209",Other,Non-White
4931,209,Male,"(16,25]",Male_209,"(16,25]_209",White,White
4932,209,Male,"(16,25]",Male_209,"(16,25]_209",Asian,Non-White
4933,209,Male,"(16,25]",Male_209,"(16,25]_209",Black,Non-White
4934,209,Male,"(16,25]",Male_209,"(16,25]_209",Mixed,Non-White
4935,209,Male,"(16,25]",Male_209,"(16,25]_209",Other,Non-White
4936,209,Male,"(25,50]",Male_209,"(25,50]_209",White,White
4937,209,Male,"(25,50]",Male_209,"(25,50]_209",Asian,Non-White
4938,209,Male,"(25,50]",Male_209,"(25,50]_209",Black,Non-White
4939,209,Male,"(25,50]",Male_209,"(25,50]_209",Mixed,Non-White
4940,209,Male,"(25,50]",Male_209,"(25,50]_209",Other,Non-White
4941,209,Male,"(50,70]",Male_209,"(50,70]_209",White,White
4942,209,Male,"(50,70]",Male_209,"(50,70]_209",Asian,Non-White
4943,209,Male,"(50,70]",Male_209,"(50,70]_209",Black,Non-White
4944,209,Male,"(50,70]",Male_209,"(50,70]_209",Mixed,Non-White
4945,209,Male,"(50,70]",Male_209,"(50,70]_209",Other,Non-White
4946,209,Male,"(70, Inf]",Male_209,"(70, Inf]_209",White,White
4947,209,Male,"(70, Inf]",Male_209,"(70, Inf]_209",Asian,Non-White
4948,209,Male,"(70, Inf]",Male_209,"(70, Inf]_209",Black,Non-White
4949,209,Male,"(70, Inf]",Male_209,"(70, Inf]_209",Mixed,Non-White
4950,209,Male,"(70, Inf]",Male_209,"(70, Inf]_209",Other,Non-White
4951,209,Female,"(1,11]",Female_209,"(1,11]_209",White,White
4952,209,Female,"(1,11]",Female_209,"(1,11]_209",Asian,Non-White
4953,209,Female,"(1,11]",Female_209,"(1,11]_209",Black,Non-White
4954,209,Female,"(1,11]",Female_209,"(1,11]_209",Mixed,Non-White
4955,209,Female,"(1,11]",Female_209,"(1,11]_209",Other,Non-White
4956,209,Female,"(11,16]",Female_209,"(11,16]_209",White,White
4957,209,Female,"(11,16]",Female_209,"(11,16]_209",Asian,Non-White
4958,209,Female,"(11,16]",Female_209,"(11,16]_209",Black,Non-White
4959,209,Female,"(11,16]",Female_209,"(11,16]_209",Mixed,Non-White
4960,209,Female,"(11,16]",Female_209,"(11,16]_209",Other,Non-White
4961,209,Female,"(16,25]",Female_209,"(16,25]_209",White,White
4962,209,Female,"(16,25]",Female_209,"(16,25]_209",Asian,Non-White
4963,209,Female,"(16,25]",Female_209,"(16,25]_209",Black,Non-White
4964,209,Female,"(16,25]",Female_209,"(16,25]_209",Mixed,Non-White
4965,209,Female,"(16,25]",Female_209,"(16,25]_209",Other,Non-White
4966,209,Female,"(25,50]",Female_209,"(25,50]_209",White,White
4967,209,Female,"(25,50]",Female_209,"(25,50]_209",Asian,Non-White
4968,209,Female,"(25,50]",Female_209,"(25,50]_209",Black,Non-White
4969,209,Female,"(25,50]",Female_209,"(25,50]_209",Mixed,Non-White
4970,209,Female,"(25,50]",Female_209,"(25,50]_209",Other,Non-White
4971,209,Female,"(50,70]",Female_209,"(50,70]_209",White,White
4972,209,Female,"(50,70]",Female_209,"(50,70]_209",Asian,Non-White
4973,209,Female,"(50,70]",Female_209,"(50,70]_209",Black,Non-White
4974,209,Female,"(50,70]",Female_209,"(50,70]_209",Mixed,Non-White
4975,209,Female,"(50,70]",Female_209,"(50,70]_209",Other,Non-White
4976,209,Female,"(70, Inf]",Female_209,"(70, Inf]_209",White,White
4977,209,Female,"(70, Inf]",Female_209,"(70, Inf]_209",Asian,Non-White
4978,209,Female,"(70, Inf]",Female_209,"(70, Inf]_209",Black,Non-White
4979,209,Female,"(70, Inf]",Female_209,"(70, Inf]_209",Mixed,Non-White
4980,209,Female,"(70, Inf]",Female_209,"(70, Inf]_209",Other,Non-White
4981,210,Male,"(1,11]",Male_210,"(1,11]_210",White,White
4982,210,Male,"(1,11]",Male_210,"(1,11]_210",Asian,Non-White
4983,210,Male,"(1,11]",Male_210,"(1,11]_210",Black,Non-White
4984,210,Male,"(1,11]",Male_210,"(1,11]_210",Mixed,Non-White
4985,210,Male,"(1,11]",Male_210,"(1,11]_210",Other,Non-White
4986,210,Male,"(11,16]",Male_210,"(11,16]_210",White,White
4987,210,Male,"(11,16]",Male_210,"(11,16]_210",Asian,Non-White
4988,210,Male,"(11,16]",Male_210,"(11,16]_210",Black,Non-White
4989,210,Male,"(11,16]",Male_210,"(11,16]_210",Mixed,Non-White
4990,210,Male,"(11,16]",Male_210,"(11,16]_210",Other,Non-White
4991,210,Male,"(16,25]",Male_210,"(16,25]_210",White,White
4992,210,Male,"(16,25]",Male_210,"(16,25]_210",Asian,Non-White
4993,210,Male,"(16,25]",Male_210,"(16,25]_210",Black,Non-White
4994,210,Male,"(16,25]",Male_210,"(16,25]_210",Mixed,Non-White
4995,210,Male,"(16,25]",Male_210,"(16,25]_210",Other,Non-White
4996,210,Male,"(25,50]",Male_210,"(25,50]_210",White,White
4997,210,Male,"(25,50]",Male_210,"(25,50]_210",Asian,Non-White
4998,210,Male,"(25,50]",Male_210,"(25,50]_210",Black,Non-White
4999,210,Male,"(25,50]",Male_210,"(25,50]_210",Mixed,Non-White
5000,210,Male,"(25,50]",Male_210,"(25,50]_210",Other,Non-White
5001,210,Male,"(50,70]",Male_210,"(50,70]_210",White,White
5002,210,Male,"(50,70]",Male_210,"(50,70]_210",Asian,Non-White
5003,210,Male,"(50,70]",Male_210,"(50,70]_210",Black,Non-White
5004,210,Male,"(50,70]",Male_210,"(50,70]_210",Mixed,Non-White
5005,210,Male,"(50,70]",Male_210,"(50,70]_210",Other,Non-White
5006,210,Male,"(70, Inf]",Male_210,"(70, Inf]_210",White,White
5007,210,Male,"(70, Inf]",Male_210,"(70, Inf]_210",Asian,Non-White
5008,210,Male,"(70, Inf]",Male_210,"(70, Inf]_210",Black,Non-White
5009,210,Male,"(70, Inf]",Male_210,"(70, Inf]_210",Mixed,Non-White
5010,210,Male,"(70, Inf]",Male_210,"(70, Inf]_210",Other,Non-White
5011,210,Female,"(1,11]",Female_210,"(1,11]_210",White,White
5012,210,Female,"(1,11]",Female_210,"(1,11]_210",Asian,Non-White
5013,210,Female,"(1,11]",Female_210,"(1,11]_210",Black,Non-White
5014,210,Female,"(1,11]",Female_210,"(1,11]_210",Mixed,Non-White
5015,210,Female,"(1,11]",Female_210,"(1,11]_210",Other,Non-White
5016,210,Female,"(11,16]",Female_210,"(11,16]_210",White,White
5017,210,Female,"(11,16]",Female_210,"(11,16]_210",Asian,Non-White
5018,210,Female,"(11,16]",Female_210,"(11,16]_210",Black,Non-White
5019,210,Female,"(11,16]",Female_210,"(11,16]_210",Mixed,Non-White
5020,210,Female,"(11,16]",Female_210,"(11,16]_210",Other,Non-White
5021,210,Female,"(16,25]",Female_210,"(16,25]_210",White,White
5022,210,Female,"(16,25]",Female_210,"(16,25]_210",Asian,Non-White
5023,210,Female,"(16,25]",Female_210,"(16,25]_210",Black,Non-White
5024,210,Female,"(16,25]",Female_210,"(16,25]_210",Mixed,Non-White
5025,210,Female,"(16,25]",Female_210,"(16,25]_210",Other,Non-White
5026,210,Female,"(25,50]",Female_210,"(25,50]_210",White,White
5027,210,Female,"(25,50]",Female_210,"(25,50]_210",Asian,Non-White
5028,210,Female,"(25,50]",Female_210,"(25,50]_210",Black,Non-White
5029,210,Female,"(25,50]",Female_210,"(25,50]_210",Mixed,Non-White
5030,210,Female,"(25,50]",Female_210,"(25,50]_210",Other,Non-White
5031,210,Female,"(50,70]",Female_210,"(50,70]_210",White,White
5032,210,Female,"(50,70]",Female_210,"(50,70]_210",Asian,Non-White
5033,210,Female,"(50,70]",Female_210,"(50,70]_210",Black,Non-White
5034,210,Female,"(50,70]",Female_210,"(50,70]_210",Mixed,Non-White
5035,210,Female,"(50,70]",Female_210,"(50,70]_210",Other,Non-White
5036,210,Female,"(70, Inf]",Female_210,"(70, Inf]_210",White,White
5037,210,Female,"(70, Inf]",Female_210,"(70, Inf]_210",Asian,Non-White
5038,210,Female,"(70, Inf]",Female_210,"(70, Inf]_210",Black,Non-White
5039,210,Female,"(70, Inf]",Female_210,"(70, Inf]_210",Mixed,Non-White
5040,210,Female,"(70, Inf]",Female_210,"(70, Inf]_210",Other,Non-White
5041,211,Male,"(1,11]",Male_211,"(1,11]_211",White,White
5042,211,Male,"(1,11]",Male_211,"(1,11]_211",Asian,Non-White
5043,211,Male,"(1,11]",Male_211,"(1,11]_211",Black,Non-White
5044,211,Male,"(1,11]",Male_211,"(1,11]_211",Mixed,Non-White
5045,211,Male,"(1,11]",Male_211,"(1,11]_211",Other,Non-White
5046,211,Male,"(11,16]",Male_211,"(11,16]_211",White,White
5047,211,Male,"(11,16]",Male_211,"(11,16]_211",Asian,Non-White
5048,211,Male,"(11,16]",Male_211,"(11,16]_211",Black,Non-White
5049,211,Male,"(11,16]",Male_211,"(11,16]_211",Mixed,Non-White
5050,211,Male,"(11,16]",Male_211,"(11,16]_211",Other,Non-White
5051,211,Male,"(16,25]",Male_211,"(16,25]_211",White,White
5052,211,Male,"(16,25]",Male_211,"(16,25]_211",Asian,Non-White
5053,211,Male,"(16,25]",Male_211,"(16,25]_211",Black,Non-White
5054,211,Male,"(16,25]",Male_211,"(16,25]_211",Mixed,Non-White
5055,211,Male,"(16,25]",Male_211,"(16,25]_211",Other,Non-White
5056,211,Male,"(25,50]",Male_211,"(25,50]_211",White,White
5057,211,Male,"(25,50]",Male_211,"(25,50]_211",Asian,Non-White
5058,211,Male,"(25,50]",Male_211,"(25,50]_211",Black,Non-White
5059,211,Male,"(25,50]",Male_211,"(25,50]_211",Mixed,Non-White
5060,211,Male,"(25,50]",Male_211,"(25,50]_211",Other,Non-White
5061,211,Male,"(50,70]",Male_211,"(50,70]_211",White,White
5062,211,Male,"(50,70]",Male_211,"(50,70]_211",Asian,Non-White
5063,211,Male,"(50,70]",Male_211,"(50,70]_211",Black,Non-White
5064,211,Male,"(50,70]",Male_211,"(50,70]_211",Mixed,Non-White
5065,211,Male,"(50,70]",Male_211,"(50,70]_211",Other,Non-White
5066,211,Male,"(70, Inf]",Male_211,"(70, Inf]_211",White,White
5067,211,Male,"(70, Inf]",Male_211,"(70, Inf]_211",Asian,Non-White
5068,211,Male,"(70, Inf]",Male_211,"(70, Inf]_211",Black,Non-White
5069,211,Male,"(70, Inf]",Male_211,"(70, Inf]_211",Mixed,Non-White
5070,211,Male,"(70, Inf]",Male_211,"(70, Inf]_211",Other,Non-White
5071,211,Female,"(1,11]",Female_211,"(1,11]_211",White,White
5072,211,Female,"(1,11]",Female_211,"(1,11]_211",Asian,Non-White
5073,211,Female,"(1,11]",Female_211,"(1,11]_211",Black,Non-White
5074,211,Female,"(1,11]",Female_211,"(1,11]_211",Mixed,Non-White
5075,211,Female,"(1,11]",Female_211,"(1,11]_211",Other,Non-White
5076,211,Female,"(11,16]",Female_211,"(11,16]_211",White,White
5077,211,Female,"(11,16]",Female_211,"(11,16]_211",Asian,Non-White
5078,211,Female,"(11,16]",Female_211,"(11,16]_211",Black,Non-White
5079,211,Female,"(11,16]",Female_211,"(11,16]_211",Mixed,Non-White
5080,211,Female,"(11,16]",Female_211,"(11,16]_211",Other,Non-White
5081,211,Female,"(16,25]",Female_211,"(16,25]_211",White,White
5082,211,Female,"(16,25]",Female_211,"(16,25]_211",Asian,Non-White
5083,211,Female,"(16,25]",Female_211,"(16,25]_211",Black,Non-White
5084,211,Female,"(16,25]",Female_211,"(16,25]_211",Mixed,Non-White
5085,211,Female,"(16,25]",Female_211,"(16,25]_211",Other,Non-White
5086,211,Female,"(25,50]",Female_211,"(25,50]_211",White,White
5087,211,Female,"(25,50]",Female_211,"(25,50]_211",Asian,Non-White
5088,211,Female,"(25,50]",Female_211,"(25,50]_211",Black,Non-White
5089,211,Female,"(25,50]",Female_211,"(25,50]_211",Mixed,Non-White
5090,211,Female,"(25,50]",Female_211,"(25,50]_211",Other,Non-White
5091,211,Female,"(50,70]",Female_211,"(50,70]_211",White,White
5092,211,Female,"(50,70]",Female_211,"(50,70]_211",Asian,Non-White
5093,211,Female,"(50,70]",Female_211,"(50,70]_211",Black,Non-White
5094,211,Female,"(50,70]",Female_211,"(50,70]_211",Mixed,Non-White
5095,211,Female,"(50,70]",Female_211,"(50,70]_211",Other,Non-White
5096,211,Female,"(70, Inf]",Female_211,"(70, Inf]_211",White,White
5097,211,Female,"(70, Inf]",Female_211,"(70, Inf]_211",Asian,Non-White
5098,211,Female,"(70, Inf]",Female_211,"(70, Inf]_211",Black,Non-White
5099,211,Female,"(70, Inf]",Female_211,"(70, Inf]_211",Mixed,Non-White
5100,211,Female,"(70, Inf]",Female_211,"(70, Inf]_211",Other,Non-White
5101,212,Male,"(1,11]",Male_212,"(1,11]_212",White,White
5102,212,Male,"(1,11]",Male_212,"(1,11]_212",Asian,Non-White
5103,212,Male,"(1,11]",Male_212,"(1,11]_212",Black,Non-White
5104,212,Male,"(1,11]",Male_212,"(1,11]_212",Mixed,Non-White
5105,212,Male,"(1,11]",Male_212,"(1,11]_212",Other,Non-White
5106,212,Male,"(11,16]",Male_212,"(11,16]_212",White,White
5107,212,Male,"(11,16]",Male_212,"(11,16]_212",Asian,Non-White
5108,212,Male,"(11,16]",Male_212,"(11,16]_212",Black,Non-White
5109,212,Male,"(11,16]",Male_212,"(11,16]_212",Mixed,Non-White
5110,212,Male,"(11,16]",Male_212,"(11,16]_212",Other,Non-White
5111,212,Male,"(16,25]",Male_212,"(16,25]_212",White,White
5112,212,Male,"(16,25]",Male_212,"(16,25]_212",Asian,Non-White
5113,212,Male,"(16,25]",Male_212,"(16,25]_212",Black,Non-White
5114,212,Male,"(16,25]",Male_212,"(16,25]_212",Mixed,Non-White
5115,212,Male,"(16,25]",Male_212,"(16,25]_212",Other,Non-White
5116,212,Male,"(25,50]",Male_212,"(25,50]_212",White,White
5117,212,Male,"(25,50]",Male_212,"(25,50]_212",Asian,Non-White
5118,212,Male,"(25,50]",Male_212,"(25,50]_212",Black,Non-White
5119,212,Male,"(25,50]",Male_212,"(25,50]_212",Mixed,Non-White
5120,212,Male,"(25,50]",Male_212,"(25,50]_212",Other,Non-White
5121,212,Male,"(50,70]",Male_212,"(50,70]_212",White,White
5122,212,Male,"(50,70]",Male_212,"(50,70]_212",Asian,Non-White
5123,212,Male,"(50,70]",Male_212,"(50,70]_212",Black,Non-White
5124,212,Male,"(50,70]",Male_212,"(50,70]_212",Mixed,Non-White
5125,212,Male,"(50,70]",Male_212,"(50,70]_212",Other,Non-White
5126,212,Male,"(70, Inf]",Male_212,"(70, Inf]_212",White,White
5127,212,Male,"(70, Inf]",Male_212,"(70, Inf]_212",Asian,Non-White
5128,212,Male,"(70, Inf]",Male_212,"(70, Inf]_212",Black,Non-White
5129,212,Male,"(70, Inf]",Male_212,"(70, Inf]_212",Mixed,Non-White
5130,212,Male,"(70, Inf]",Male_212,"(70, Inf]_212",Other,Non-White
5131,212,Female,"(1,11]",Female_212,"(1,11]_212",White,White
5132,212,Female,"(1,11]",Female_212,"(1,11]_212",Asian,Non-White
5133,212,Female,"(1,11]",Female_212,"(1,11]_212",Black,Non-White
5134,212,Female,"(1,11]",Female_212,"(1,11]_212",Mixed,Non-White
5135,212,Female,"(1,11]",Female_212,"(1,11]_212",Other,Non-White
5136,212,Female,"(11,16]",Female_212,"(11,16]_212",White,White
5137,212,Female,"(11,16]",Female_212,"(11,16]_212",Asian,Non-White
5138,212,Female,"(11,16]",Female_212,"(11,16]_212",Black,Non-White
5139,212,Female,"(11,16]",Female_212,"(11,16]_212",Mixed,Non-White
5140,212,Female,"(11,16]",Female_212,"(11,16]_212",Other,Non-White
5141,212,Female,"(16,25]",Female_212,"(16,25]_212",White,White
5142,212,Female,"(16,25]",Female_212,"(16,25]_212",Asian,Non-White
5143,212,Female,"(16,25]",Female_212,"(16,25]_212",Black,Non-White
5144,212,Female,"(16,25]",Female_212,"(16,25]_212",Mixed,Non-White
5145,212,Female,"(16,25]",Female_212,"(16,25]_212",Other,Non-White
5146,212,Female,"(25,50]",Female_212,"(25,50]_212",White,White
5147,212,Female,"(25,50]",Female_212,"(25,50]_212",Asian,Non-White
5148,212,Female,"(25,50]",Female_212,"(25,50]_212",Black,Non-White
5149,212,Female,"(25,50]",Female_212,"(25,50]_212",Mixed,Non-White
5150,212,Female,"(25,50]",Female_212,"(25,50]_212",Other,Non-White
5151,212,Female,"(50,70]",Female_212,"(50,70]_212",White,White
5152,212,Female,"(50,70]",Female_212,"(50,70]_212",Asian,Non-White
5153,212,Female,"(50,70]",Female_212,"(50,70]_212",Black,Non-White
5154,212,Female,"(50,70]",Female_212,"(50,70]_212",Mixed,Non-White
5155,212,Female,"(50,70]",Female_212,"(50,70]_212",Other,Non-White
5156,212,Female,"(70, Inf]",Female_212,"(70, Inf]_212",White,White
5157,212,Female,"(70, Inf]",Female_212,"(70, Inf]_212",Asian,Non-White
5158,212,Female,"(70, Inf]",Female_212,"(70, Inf]_212",Black,Non-White
5159,212,Female,"(70, Inf]",Female_212,"(70, Inf]_212",Mixed,Non-White
5160,212,Female,"(70, Inf]",Female_212,"(70, Inf]_212",Other,Non-White
5161,213,Male,"(1,11]",Male_213,"(1,11]_213",White,White
5162,213,Male,"(1,11]",Male_213,"(1,11]_213",Asian,Non-White
5163,213,Male,"(1,11]",Male_213,"(1,11]_213",Black,Non-White
5164,213,Male,"(1,11]",Male_213,"(1,11]_213",Mixed,Non-White
5165,213,Male,"(1,11]",Male_213,"(1,11]_213",Other,Non-White
5166,213,Male,"(11,16]",Male_213,"(11,16]_213",White,White
5167,213,Male,"(11,16]",Male_213,"(11,16]_213",Asian,Non-White
5168,213,Male,"(11,16]",Male_213,"(11,16]_213",Black,Non-White
5169,213,Male,"(11,16]",Male_213,"(11,16]_213",Mixed,Non-White
5170,213,Male,"(11,16]",Male_213,"(11,16]_213",Other,Non-White
5171,213,Male,"(16,25]",Male_213,"(16,25]_213",White,White
5172,213,Male,"(16,25]",Male_213,"(16,25]_213",Asian,Non-White
5173,213,Male,"(16,25]",Male_213,"(16,25]_213",Black,Non-White
5174,213,Male,"(16,25]",Male_213,"(16,25]_213",Mixed,Non-White
5175,213,Male,"(16,25]",Male_213,"(16,25]_213",Other,Non-White
5176,213,Male,"(25,50]",Male_213,"(25,50]_213",White,White
5177,213,Male,"(25,50]",Male_213,"(25,50]_213",Asian,Non-White
5178,213,Male,"(25,50]",Male_213,"(25,50]_213",Black,Non-White
5179,213,Male,"(25,50]",Male_213,"(25,50]_213",Mixed,Non-White
5180,213,Male,"(25,50]",Male_213,"(25,50]_213",Other,Non-White
5181,213,Male,"(50,70]",Male_213,"(50,70]_213",White,White
5182,213,Male,"(50,70]",Male_213,"(50,70]_213",Asian,Non-White
5183,213,Male,"(50,70]",Male_213,"(50,70]_213",Black,Non-White
5184,213,Male,"(50,70]",Male_213,"(50,70]_213",Mixed,Non-White
5185,213,Male,"(50,70]",Male_213,"(50,70]_213",Other,Non-White
5186,213,Male,"(70, Inf]",Male_213,"(70, Inf]_213",White,White
5187,213,Male,"(70, Inf]",Male_213,"(70, Inf]_213",Asian,Non-White
5188,213,Male,"(70, Inf]",Male_213,"(70, Inf]_213",Black,Non-White
5189,213,Male,"(70, Inf]",Male_213,"(70, Inf]_213",Mixed,Non-White
5190,213,Male,"(70, Inf]",Male_213,"(70, Inf]_213",Other,Non-White
5191,213,Female,"(1,11]",Female_213,"(1,11]_213",White,White
5192,213,Female,"(1,11]",Female_213,"(1,11]_213",Asian,Non-White
5193,213,Female,"(1,11]",Female_213,"(1,11]_213",Black,Non-White
5194,213,Female,"(1,11]",Female_213,"(1,11]_213",Mixed,Non-White
5195,213,Female,"(1,11]",Female_213,"(1,11]_213",Other,Non-White
5196,213,Female,"(11,16]",Female_213,"(11,16]_213",White,White
5197,213,Female,"(11,16]",Female_213,"(11,16]_213",Asian,Non-White
5198,213,Female,"(11,16]",Female_213,"(11,16]_213",Black,Non-White
5199,213,Female,"(11,16]",Female_213,"(11,16]_213",Mixed,Non-White
5200,213,Female,"(11,16]",Female_213,"(11,16]_213",Other,Non-White
5201,213,Female,"(16,25]",Female_213,"(16,25]_213",White,White
5202,213,Female,"(16,25]",Female_213,"(16,25]_213",Asian,Non-White
5203,213,Female,"(16,25]",Female_213,"(16,25]_213",Black,Non-White
5204,213,Female,"(16,25]",Female_213,"(16,25]_213",Mixed,Non-White
5205,213,Female,"(16,25]",Female_213,"(16,25]_213",Other,Non-White
5206,213,Female,"(25,50]",Female_213,"(25,50]_213",White,White
5207,213,Female,"(25,50]",Female_213,"(25,50]_213",Asian,Non-White
5208,213,Female,"(25,50]",Female_213,"(25,50]_213",Black,Non-White
5209,213,Female,"(25,50]",Female_213,"(25,50]_213",Mixed,Non-White
5210,213,Female,"(25,50]",Female_213,"(25,50]_213",Other,Non-White
5211,213,Female,"(50,70]",Female_213,"(50,70]_213",White,White
5212,213,Female,"(50,70]",Female_213,"(50,70]_213",Asian,Non-White
5213,213,Female,"(50,70]",Female_213,"(50,70]_213",Black,Non-White
5214,213,Female,"(50,70]",Female_213,"(50,70]_213",Mixed,Non-White
5215,213,Female,"(50,70]",Female_213,"(50,70]_213",Other,Non-White
5216,213,Female,"(70, Inf]",Female_213,"(70, Inf]_213",White,White
5217,213,Female,"(70, Inf]",Female_213,"(70, Inf]_213",Asian,Non-White
5218,213,Female,"(70, Inf]",Female_213,"(70, Inf]_213",Black,Non-White
5219,213,Female,"(70, Inf]",Female_213,"(70, Inf]_213",Mixed,Non-White
5220,213,Female,"(70, Inf]",Female_213,"(70, Inf]_213",Other,Non-White
5221,214,Male,"(1,11]",Male_214,"(1,11]_214",White,White
5222,214,Male,"(1,11]",Male_214,"(1,11]_214",Asian,Non-White
5223,214,Male,"(1,11]",Male_214,"(1,11]_214",Black,Non-White
5224,214,Male,"(1,11]",Male_214,"(1,11]_214",Mixed,Non-White
5225,214,Male,"(1,11]",Male_214,"(1,11]_214",Other,Non-White
5226,214,Male,"(11,16]",Male_214,"(11,16]_214",White,White
5227,214,Male,"(11,16]",Male_214,"(11,16]_214",Asian,Non-White
5228,214,Male,"(11,16]",Male_214,"(11,16]_214",Black,Non-White
5229,214,Male,"(11,16]",Male_214,"(11,16]_214",Mixed,Non-White
5230,214,Male,"(11,16]",Male_214,"(11,16]_214",Other,Non-White
5231,214,Male,"(16,25]",Male_214,"(16,25]_214",White,White
5232,214,Male,"(16,25]",Male_214,"(16,25]_214",Asian,Non-White
5233,214,Male,"(16,25]",Male_214,"(16,25]_214",Black,Non-White
5234,214,Male,"(16,25]",Male_214,"(16,25]_214",Mixed,Non-White
5235,214,Male,"(16,25]",Male_214,"(16,25]_214",Other,Non-White
5236,214,Male,"(25,50]",Male_214,"(25,50]_214",White,White
5237,214,Male,"(25,50]",Male_214,"(25,50]_214",Asian,Non-White
5238,214,Male,"(25,50]",Male_214,"(25,50]_214",Black,Non-White
5239,214,Male,"(25,50]",Male_214,"(25,50]_214",Mixed,Non-White
5240,214,Male,"(25,50]",Male_214,"(25,50]_214",Other,Non-White
5241,214,Male,"(50,70]",Male_214,"(50,70]_214",White,White
5242,214,Male,"(50,70]",Male_214,"(50,70]_214",Asian,Non-White
5243,214,Male,"(50,70]",Male_214,"(50,70]_214",Black,Non-White
5244,214,Male,"(50,70]",Male_214,"(50,70]_214",Mixed,Non-White
5245,214,Male,"(50,70]",Male_214,"(50,70]_214",Other,Non-White
5246,214,Male,"(70, Inf]",Male_214,"(70, Inf]_214",White,White
5247,214,Male,"(70, Inf]",Male_214,"(70, Inf]_214",Asian,Non-White
5248,214,Male,"(70, Inf]",Male_214,"(70, Inf]_214",Black,Non-White
5249,214,Male,"(70, Inf]",Male_214,"(70, Inf]_214",Mixed,Non-White
5250,214,Male,"(70, Inf]",Male_214,"(70, Inf]_214",Other,Non-White
5251,214,Female,"(1,11]",Female_214,"(1,11]_214",White,White
5252,214,Female,"(1,11]",Female_214,"(1,11]_214",Asian,Non-White
5253,214,Female,"(1,11]",Female_214,"(1,11]_214",Black,Non-White
5254,214,Female,"(1,11]",Female_214,"(1,11]_214",Mixed,Non-White
5255,214,Female,"(1,11]",Female_214,"(1,11]_214",Other,Non-White
5256,214,Female,"(11,16]",Female_214,"(11,16]_214",White,White
5257,214,Female,"(11,16]",Female_214,"(11,16]_214",Asian,Non-White
5258,214,Female,"(11,16]",Female_214,"(11,16]_214",Black,Non-White
5259,214,Female,"(11,16]",Female_214,"(11,16]_214",Mixed,Non-White
5260,214,Female,"(11,16]",Female_214,"(11,16]_214",Other,Non-White
5261,214,Female,"(16,25]",Female_214,"(16,25]_214",White,White
5262,214,Female,"(16,25]",Female_214,"(16,25]_214",Asian,Non-White
5263,214,Female,"(16,25]",Female_214,"(16,25]_214",Black,Non-White
5264,214,Female,"(16,25]",Female_214,"(16,25]_214",Mixed,Non-White
5265,214,Female,"(16,25]",Female_214,"(16,25]_214",Other,Non-White
5266,214,Female,"(25,50]",Female_214,"(25,50]_214",White,White
5267,214,Female,"(25,50]",Female_214,"(25,50]_214",Asian,Non-White
5268,214,Female,"(25,50]",Female_214,"(25,50]_214",Black,Non-White
5269,214,Female,"(25,50]",Female_214,"(25,50]_214",Mixed,Non-White
5270,214,Female,"(25,50]",Female_214,"(25,50]_214",Other,Non-White
5271,214,Female,"(50,70]",Female_214,"(50,70]_214",White,White
5272,214,Female,"(50,70]",Female_214,"(50,70]_214",Asian,Non-White
5273,214,Female,"(50,70]",Female_214,"(50,70]_214",Black,Non-White
5274,214,Female,"(50,70]",Female_214,"(50,70]_214",Mixed,Non-White
5275,214,Female,"(50,70]",Female_214,"(50,70]_214",Other,Non-White
5276,214,Female,"(70, Inf]",Female_214,"(70, Inf]_214",White,White
5277,214,Female,"(70, Inf]",Female_214,"(70, Inf]_214",Asian,Non-White
5278,214,Female,"(70, Inf]",Female_214,"(70, Inf]_214",Black,Non-White
5279,214,Female,"(70, Inf]",Female_214,"(70, Inf]_214",Mixed,Non-White
5280,214,Female,"(70, Inf]",Female_214,"(70, Inf]_214",Other,Non-White
5281,215,Male,"(1,11]",Male_215,"(1,11]_215",White,White
5282,215,Male,"(1,11]",Male_215,"(1,11]_215",Asian,Non-White
5283,215,Male,"(1,11]",Male_215,"(1,11]_215",Black,Non-White
5284,215,Male,"(1,11]",Male_215,"(1,11]_215",Mixed,Non-White
5285,215,Male,"(1,11]",Male_215,"(1,11]_215",Other,Non-White
5286,215,Male,"(11,16]",Male_215,"(11,16]_215",White,White
5287,215,Male,"(11,16]",Male_215,"(11,16]_215",Asian,Non-White
5288,215,Male,"(11,16]",Male_215,"(11,16]_215",Black,Non-White
5289,215,Male,"(11,16]",Male_215,"(11,16]_215",Mixed,Non-White
5290,215,Male,"(11,16]",Male_215,"(11,16]_215",Other,Non-White
5291,215,Male,"(16,25]",Male_215,"(16,25]_215",White,White
5292,215,Male,"(16,25]",Male_215,"(16,25]_215",Asian,Non-White
5293,215,Male,"(16,25]",Male_215,"(16,25]_215",Black,Non-White
5294,215,Male,"(16,25]",Male_215,"(16,25]_215",Mixed,Non-White
5295,215,Male,"(16,25]",Male_215,"(16,25]_215",Other,Non-White
5296,215,Male,"(25,50]",Male_215,"(25,50]_215",White,White
5297,215,Male,"(25,50]",Male_215,"(25,50]_215",Asian,Non-White
5298,215,Male,"(25,50]",Male_215,"(25,50]_215",Black,Non-White
5299,215,Male,"(25,50]",Male_215,"(25,50]_215",Mixed,Non-White
