.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
384,133,Male,"(50,70]",Male_133,"(50,70]_133",Mixed,Non-White
385,133,Male,"(50,70]",Male_133,"(50,70]_133",Other,Non-White
386,133,Male,"(70, Inf]",Male_133,"(70, Inf]_133",White,White
387,133,Male,"(70, Inf]",Male_133,"(70, Inf]_133",Asian,Non-White
388,133,Male,"(70, Inf]",Male_133,"(70, Inf]_133",Black,Non-White
389,133,Male,"(70, Inf]",Male_133,"(70, Inf]_133",Mixed,Non-White
390,133,Male,"(70, Inf]",Male_133,"(70, Inf]_133",Other,Non-White
391,133,Female,"(1,11]",Female_133,"(1,11]_133",White,White
392,133,Female,"(1,11]",Female_133,"(1,11]_133",Asian,Non-White
393,133,Female,"(1,11]",Female_133,"(1,11]_133",Black,Non-White
394,133,Female,"(1,11]",Female_133,"(1,11]_133",Mixed,Non-White
395,133,Female,"(1,11]",Female_133,"(1,11]_133",Other,Non-White
396,133,Female,"(11,16]",Female_133,"(11,16]_133",White,White
397,133,Female,"(11,16]",Female_133,"(11,16]_133",Asian,Non-White
398,133,Female,"(11,16]",Female_133,"(11,16]_133",Black,Non-White
399,133,Female,"(11,16]",Female_133,"(11,16]_133",Mixed,Non-White
400,133,Female,"(11,16]",Female_133,"(11,16]_133",Other,Non-White
401,133,Female,"(16,25]",Female_133,"(16,25]_133",White,White
402,133,Female,"(16,25]",Female_133,"(16,25]_133",Asian,Non-White
403,133,Female,"(16,25]",Female_133,"(16,25]_133",Black,Non-White
404,133,Female,"(16,25]",Female_133,"(16,25]_133",Mixed,Non-White
405,133,Female,"(16,25]",Female_133,"(16,25]_133",Other,Non-White
406,133,Female,"(25,50]",Female_133,"(25,50]_133",White,White
407,133,Female,"(25,50]",Female_133,"(25,50]_133",Asian,Non-White
408,133,Female,"(25,50]",Female_133,"(25,50]_133",Black,Non-White
409,133,Female,"(25,50]",Female_133,"(25,50]_133",Mixed,Non-White
410,133,Female,"(25,50]",Female_133,"(25,50]_133",Other,Non-White
411,133,Female,"(50,70]",Female_133,"(50,70]_133",White,White
412,133,Female,"(50,70]",Female_133,"(50,70]_133",Asian,Non-White
413,133,Female,"(50,70]",Female_133,"(50,70]_133",Black,Non-White
414,133,Female,"(50,70]",Female_133,"(50,70]_133",Mixed,Non-White
415,133,Female,"(50,70]",Female_133,"(50,70]_133",Other,Non-White
416,133,Female,"(70, Inf]",Female_133,"(70, Inf]_133",White,White
417,133,Female,"(70, Inf]",Female_133,"(70, Inf]_133",Asian,Non-White
418,133,Female,"(70, Inf]",Female_133,"(70, Inf]_133",Black,Non-White
419,133,Female,"(70, Inf]",Female_133,"(70, Inf]_133",Mixed,Non-White
420,133,Female,"(70, Inf]",Female_133,"(70, Inf]_133",Other,Non-White
421,134,Male,"(1,11]",Male_134,"(1,11]_134",White,White
422,134,Male,"(1,11]",Male_134,"(1,11]_134",Asian,Non-White
423,134,Male,"(1,11]",Male_134,"(1,11]_134",Black,Non-White
424,134,Male,"(1,11]",Male_134,"(1,11]_134",Mixed,Non-White
425,134,Male,"(1,11]",Male_134,"(1,11]_134",Other,Non-White
426,134,Male,"(11,16]",Male_134,"(11,16]_134",White,White
427,134,Male,"(11,16]",Male_134,"(11,16]_134",Asian,Non-White
428,134,Male,"(11,16]",Male_134,"(11,16]_134",Black,Non-White
429,134,Male,"(11,16]",Male_134,"(11,16]_134",Mixed,Non-White
430,134,Male,"(11,16]",Male_134,"(11,16]_134",Other,Non-White
431,134,Male,"(16,25]",Male_134,"(16,25]_134",White,White
432,134,Male,"(16,25]",Male_134,"(16,25]_134",Asian,Non-White
433,134,Male,"(16,25]",Male_134,"(16,25]_134",Black,Non-White
434,134,Male,"(16,25]",Male_134,"(16,25]_134",Mixed,Non-White
435,134,Male,"(16,25]",Male_134,"(16,25]_134",Other,Non-White
436,134,Male,"(25,50]",Male_134,"(25,50]_134",White,White
437,134,Male,"(25,50]",Male_134,"(25,50]_134",Asian,Non-White
438,134,Male,"(25,50]",Male_134,"(25,50]_134",Black,Non-White
439,134,Male,"(25,50]",Male_134,"(25,50]_134",Mixed,Non-White
440,134,Male,"(25,50]",Male_134,"(25,50]_134",Other,Non-White
441,134,Male,"(50,70]",Male_134,"(50,70]_134",White,White
442,134,Male,"(50,70]",Male_134,"(50,70]_134",Asian,Non-White
443,134,Male,"(50,70]",Male_134,"(50,70]_134",Black,Non-White
444,134,Male,"(50,70]",Male_134,"(50,70]_134",Mixed,Non-White
445,134,Male,"(50,70]",Male_134,"(50,70]_134",Other,Non-White
446,134,Male,"(70, Inf]",Male_134,"(70, Inf]_134",White,White
447,134,Male,"(70, Inf]",Male_134,"(70, Inf]_134",Asian,Non-White
448,134,Male,"(70, Inf]",Male_134,"(70, Inf]_134",Black,Non-White
449,134,Male,"(70, Inf]",Male_134,"(70, Inf]_134",Mixed,Non-White
450,134,Male,"(70, Inf]",Male_134,"(70, Inf]_134",Other,Non-White
451,134,Female,"(1,11]",Female_134,"(1,11]_134",White,White
452,134,Female,"(1,11]",Female_134,"(1,11]_134",Asian,Non-White
453,134,Female,"(1,11]",Female_134,"(1,11]_134",Black,Non-White
454,134,Female,"(1,11]",Female_134,"(1,11]_134",Mixed,Non-White
455,134,Female,"(1,11]",Female_134,"(1,11]_134",Other,Non-White
456,134,Female,"(11,16]",Female_134,"(11,16]_134",White,White
457,134,Female,"(11,16]",Female_134,"(11,16]_134",Asian,Non-White
458,134,Female,"(11,16]",Female_134,"(11,16]_134",Black,Non-White
459,134,Female,"(11,16]",Female_134,"(11,16]_134",Mixed,Non-White
460,134,Female,"(11,16]",Female_134,"(11,16]_134",Other,Non-White
461,134,Female,"(16,25]",Female_134,"(16,25]_134",White,White
462,134,Female,"(16,25]",Female_134,"(16,25]_134",Asian,Non-White
463,134,Female,"(16,25]",Female_134,"(16,25]_134",Black,Non-White
464,134,Female,"(16,25]",Female_134,"(16,25]_134",Mixed,Non-White
465,134,Female,"(16,25]",Female_134,"(16,25]_134",Other,Non-White
466,134,Female,"(25,50]",Female_134,"(25,50]_134",White,White
467,134,Female,"(25,50]",Female_134,"(25,50]_134",Asian,Non-White
468,134,Female,"(25,50]",Female_134,"(25,50]_134",Black,Non-White
469,134,Female,"(25,50]",Female_134,"(25,50]_134",Mixed,Non-White
470,134,Female,"(25,50]",Female_134,"(25,50]_134",Other,Non-White
471,134,Female,"(50,70]",Female_134,"(50,70]_134",White,White
472,134,Female,"(50,70]",Female_134,"(50,70]_134",Asian,Non-White
473,134,Female,"(50,70]",Female_134,"(50,70]_134",Black,Non-White
474,134,Female,"(50,70]",Female_134,"(50,70]_134",Mixed,Non-White
475,134,Female,"(50,70]",Female_134,"(50,70]_134",Other,Non-White
476,134,Female,"(70, Inf]",Female_134,"(70, Inf]_134",White,White
477,134,Female,"(70, Inf]",Female_134,"(70, Inf]_134",Asian,Non-White
478,134,Female,"(70, Inf]",Female_134,"(70, Inf]_134",Black,Non-White
479,134,Female,"(70, Inf]",Female_134,"(70, Inf]_134",Mixed,Non-White
480,134,Female,"(70, Inf]",Female_134,"(70, Inf]_134",Other,Non-White
481,135,Male,"(1,11]",Male_135,"(1,11]_135",White,White
482,135,Male,"(1,11]",Male_135,"(1,11]_135",Asian,Non-White
483,135,Male,"(1,11]",Male_135,"(1,11]_135",Black,Non-White
484,135,Male,"(1,11]",Male_135,"(1,11]_135",Mixed,Non-White
485,135,Male,"(1,11]",Male_135,"(1,11]_135",Other,Non-White
486,135,Male,"(11,16]",Male_135,"(11,16]_135",White,White
487,135,Male,"(11,16]",Male_135,"(11,16]_135",Asian,Non-White
488,135,Male,"(11,16]",Male_135,"(11,16]_135",Black,Non-White
489,135,Male,"(11,16]",Male_135,"(11,16]_135",Mixed,Non-White
490,135,Male,"(11,16]",Male_135,"(11,16]_135",Other,Non-White
491,135,Male,"(16,25]",Male_135,"(16,25]_135",White,White
492,135,Male,"(16,25]",Male_135,"(16,25]_135",Asian,Non-White
493,135,Male,"(16,25]",Male_135,"(16,25]_135",Black,Non-White
494,135,Male,"(16,25]",Male_135,"(16,25]_135",Mixed,Non-White
495,135,Male,"(16,25]",Male_135,"(16,25]_135",Other,Non-White
496,135,Male,"(25,50]",Male_135,"(25,50]_135",White,White
497,135,Male,"(25,50]",Male_135,"(25,50]_135",Asian,Non-White
498,135,Male,"(25,50]",Male_135,"(25,50]_135",Black,Non-White
499,135,Male,"(25,50]",Male_135,"(25,50]_135",Mixed,Non-White
500,135,Male,"(25,50]",Male_135,"(25,50]_135",Other,Non-White
501,135,Male,"(50,70]",Male_135,"(50,70]_135",White,White
502,135,Male,"(50,70]",Male_135,"(50,70]_135",Asian,Non-White
503,135,Male,"(50,70]",Male_135,"(50,70]_135",Black,Non-White
504,135,Male,"(50,70]",Male_135,"(50,70]_135",Mixed,Non-White
505,135,Male,"(50,70]",Male_135,"(50,70]_135",Other,Non-White
506,135,Male,"(70, Inf]",Male_135,"(70, Inf]_135",White,White
507,135,Male,"(70, Inf]",Male_135,"(70, Inf]_135",Asian,Non-White
508,135,Male,"(70, Inf]",Male_135,"(70, Inf]_135",Black,Non-White
509,135,Male,"(70, Inf]",Male_135,"(70, Inf]_135",Mixed,Non-White
510,135,Male,"(70, Inf]",Male_135,"(70, Inf]_135",Other,Non-White
511,135,Female,"(1,11]",Female_135,"(1,11]_135",White,White
512,135,Female,"(1,11]",Female_135,"(1,11]_135",Asian,Non-White
513,135,Female,"(1,11]",Female_135,"(1,11]_135",Black,Non-White
514,135,Female,"(1,11]",Female_135,"(1,11]_135",Mixed,Non-White
515,135,Female,"(1,11]",Female_135,"(1,11]_135",Other,Non-White
516,135,Female,"(11,16]",Female_135,"(11,16]_135",White,White
517,135,Female,"(11,16]",Female_135,"(11,16]_135",Asian,Non-White
518,135,Female,"(11,16]",Female_135,"(11,16]_135",Black,Non-White
519,135,Female,"(11,16]",Female_135,"(11,16]_135",Mixed,Non-White
520,135,Female,"(11,16]",Female_135,"(11,16]_135",Other,Non-White
521,135,Female,"(16,25]",Female_135,"(16,25]_135",White,White
522,135,Female,"(16,25]",Female_135,"(16,25]_135",Asian,Non-White
523,135,Female,"(16,25]",Female_135,"(16,25]_135",Black,Non-White
524,135,Female,"(16,25]",Female_135,"(16,25]_135",Mixed,Non-White
525,135,Female,"(16,25]",Female_135,"(16,25]_135",Other,Non-White
526,135,Female,"(25,50]",Female_135,"(25,50]_135",White,White
527,135,Female,"(25,50]",Female_135,"(25,50]_135",Asian,Non-White
528,135,Female,"(25,50]",Female_135,"(25,50]_135",Black,Non-White
529,135,Female,"(25,50]",Female_135,"(25,50]_135",Mixed,Non-White
530,135,Female,"(25,50]",Female_135,"(25,50]_135",Other,Non-White
531,135,Female,"(50,70]",Female_135,"(50,70]_135",White,White
532,135,Female,"(50,70]",Female_135,"(50,70]_135",Asian,Non-White
533,135,Female,"(50,70]",Female_135,"(50,70]_135",Black,Non-White
534,135,Female,"(50,70]",Female_135,"(50,70]_135",Mixed,Non-White
535,135,Female,"(50,70]",Female_135,"(50,70]_135",Other,Non-White
536,135,Female,"(70, Inf]",Female_135,"(70, Inf]_135",White,White
537,135,Female,"(70, Inf]",Female_135,"(70, Inf]_135",Asian,Non-White
538,135,Female,"(70, Inf]",Female_135,"(70, Inf]_135",Black,Non-White
539,135,Female,"(70, Inf]",Female_135,"(70, Inf]_135",Mixed,Non-White
540,135,Female,"(70, Inf]",Female_135,"(70, Inf]_135",Other,Non-White
541,136,Male,"(1,11]",Male_136,"(1,11]_136",White,White
542,136,Male,"(1,11]",Male_136,"(1,11]_136",Asian,Non-White
543,136,Male,"(1,11]",Male_136,"(1,11]_136",Black,Non-White
544,136,Male,"(1,11]",Male_136,"(1,11]_136",Mixed,Non-White
545,136,Male,"(1,11]",Male_136,"(1,11]_136",Other,Non-White
546,136,Male,"(11,16]",Male_136,"(11,16]_136",White,White
547,136,Male,"(11,16]",Male_136,"(11,16]_136",Asian,Non-White
548,136,Male,"(11,16]",Male_136,"(11,16]_136",Black,Non-White
549,136,Male,"(11,16]",Male_136,"(11,16]_136",Mixed,Non-White
550,136,Male,"(11,16]",Male_136,"(11,16]_136",Other,Non-White
551,136,Male,"(16,25]",Male_136,"(16,25]_136",White,White
552,136,Male,"(16,25]",Male_136,"(16,25]_136",Asian,Non-White
553,136,Male,"(16,25]",Male_136,"(16,25]_136",Black,Non-White
554,136,Male,"(16,25]",Male_136,"(16,25]_136",Mixed,Non-White
555,136,Male,"(16,25]",Male_136,"(16,25]_136",Other,Non-White
556,136,Male,"(25,50]",Male_136,"(25,50]_136",White,White
557,136,Male,"(25,50]",Male_136,"(25,50]_136",Asian,Non-White
558,136,Male,"(25,50]",Male_136,"(25,50]_136",Black,Non-White
559,136,Male,"(25,50]",Male_136,"(25,50]_136",Mixed,Non-White
560,136,Male,"(25,50]",Male_136,"(25,50]_136",Other,Non-White
561,136,Male,"(50,70]",Male_136,"(50,70]_136",White,White
562,136,Male,"(50,70]",Male_136,"(50,70]_136",Asian,Non-White
563,136,Male,"(50,70]",Male_136,"(50,70]_136",Black,Non-White
564,136,Male,"(50,70]",Male_136,"(50,70]_136",Mixed,Non-White
565,136,Male,"(50,70]",Male_136,"(50,70]_136",Other,Non-White
566,136,Male,"(70, Inf]",Male_136,"(70, Inf]_136",White,White
567,136,Male,"(70, Inf]",Male_136,"(70, Inf]_136",Asian,Non-White
568,136,Male,"(70, Inf]",Male_136,"(70, Inf]_136",Black,Non-White
569,136,Male,"(70, Inf]",Male_136,"(70, Inf]_136",Mixed,Non-White
570,136,Male,"(70, Inf]",Male_136,"(70, Inf]_136",Other,Non-White
571,136,Female,"(1,11]",Female_136,"(1,11]_136",White,White
572,136,Female,"(1,11]",Female_136,"(1,11]_136",Asian,Non-White
573,136,Female,"(1,11]",Female_136,"(1,11]_136",Black,Non-White
574,136,Female,"(1,11]",Female_136,"(1,11]_136",Mixed,Non-White
575,136,Female,"(1,11]",Female_136,"(1,11]_136",Other,Non-White
576,136,Female,"(11,16]",Female_136,"(11,16]_136",White,White
577,136,Female,"(11,16]",Female_136,"(11,16]_136",Asian,Non-White
578,136,Female,"(11,16]",Female_136,"(11,16]_136",Black,Non-White
579,136,Female,"(11,16]",Female_136,"(11,16]_136",Mixed,Non-White
580,136,Female,"(11,16]",Female_136,"(11,16]_136",Other,Non-White
581,136,Female,"(16,25]",Female_136,"(16,25]_136",White,White
582,136,Female,"(16,25]",Female_136,"(16,25]_136",Asian,Non-White
583,136,Female,"(16,25]",Female_136,"(16,25]_136",Black,Non-White
584,136,Female,"(16,25]",Female_136,"(16,25]_136",Mixed,Non-White
585,136,Female,"(16,25]",Female_136,"(16,25]_136",Other,Non-White
586,136,Female,"(25,50]",Female_136,"(25,50]_136",White,White
587,136,Female,"(25,50]",Female_136,"(25,50]_136",Asian,Non-White
588,136,Female,"(25,50]",Female_136,"(25,50]_136",Black,Non-White
589,136,Female,"(25,50]",Female_136,"(25,50]_136",Mixed,Non-White
590,136,Female,"(25,50]",Female_136,"(25,50]_136",Other,Non-White
591,136,Female,"(50,70]",Female_136,"(50,70]_136",White,White
592,136,Female,"(50,70]",Female_136,"(50,70]_136",Asian,Non-White
593,136,Female,"(50,70]",Female_136,"(50,70]_136",Black,Non-White
594,136,Female,"(50,70]",Female_136,"(50,70]_136",Mixed,Non-White
595,136,Female,"(50,70]",Female_136,"(50,70]_136",Other,Non-White
596,136,Female,"(70, Inf]",Female_136,"(70, Inf]_136",White,White
597,136,Female,"(70, Inf]",Female_136,"(70, Inf]_136",Asian,Non-White
598,136,Female,"(70, Inf]",Female_136,"(70, Inf]_136",Black,Non-White
599,136,Female,"(70, Inf]",Female_136,"(70, Inf]_136",Mixed,Non-White
600,136,Female,"(70, Inf]",Female_136,"(70, Inf]_136",Other,Non-White
601,137,Male,"(1,11]",Male_137,"(1,11]_137",White,White
602,137,Male,"(1,11]",Male_137,"(1,11]_137",Asian,Non-White
603,137,Male,"(1,11]",Male_137,"(1,11]_137",Black,Non-White
604,137,Male,"(1,11]",Male_137,"(1,11]_137",Mixed,Non-White
605,137,Male,"(1,11]",Male_137,"(1,11]_137",Other,Non-White
606,137,Male,"(11,16]",Male_137,"(11,16]_137",White,White
607,137,Male,"(11,16]",Male_137,"(11,16]_137",Asian,Non-White
608,137,Male,"(11,16]",Male_137,"(11,16]_137",Black,Non-White
609,137,Male,"(11,16]",Male_137,"(11,16]_137",Mixed,Non-White
610,137,Male,"(11,16]",Male_137,"(11,16]_137",Other,Non-White
611,137,Male,"(16,25]",Male_137,"(16,25]_137",White,White
612,137,Male,"(16,25]",Male_137,"(16,25]_137",Asian,Non-White
613,137,Male,"(16,25]",Male_137,"(16,25]_137",Black,Non-White
614,137,Male,"(16,25]",Male_137,"(16,25]_137",Mixed,Non-White
615,137,Male,"(16,25]",Male_137,"(16,25]_137",Other,Non-White
616,137,Male,"(25,50]",Male_137,"(25,50]_137",White,White
617,137,Male,"(25,50]",Male_137,"(25,50]_137",Asian,Non-White
618,137,Male,"(25,50]",Male_137,"(25,50]_137",Black,Non-White
619,137,Male,"(25,50]",Male_137,"(25,50]_137",Mixed,Non-White
620,137,Male,"(25,50]",Male_137,"(25,50]_137",Other,Non-White
621,137,Male,"(50,70]",Male_137,"(50,70]_137",White,White
622,137,Male,"(50,70]",Male_137,"(50,70]_137",Asian,Non-White
623,137,Male,"(50,70]",Male_137,"(50,70]_137",Black,Non-White
624,137,Male,"(50,70]",Male_137,"(50,70]_137",Mixed,Non-White
625,137,Male,"(50,70]",Male_137,"(50,70]_137",Other,Non-White
626,137,Male,"(70, Inf]",Male_137,"(70, Inf]_137",White,White
627,137,Male,"(70, Inf]",Male_137,"(70, Inf]_137",Asian,Non-White
628,137,Male,"(70, Inf]",Male_137,"(70, Inf]_137",Black,Non-White
629,137,Male,"(70, Inf]",Male_137,"(70, Inf]_137",Mixed,Non-White
630,137,Male,"(70, Inf]",Male_137,"(70, Inf]_137",Other,Non-White
631,137,Female,"(1,11]",Female_137,"(1,11]_137",White,White
632,137,Female,"(1,11]",Female_137,"(1,11]_137",Asian,Non-White
633,137,Female,"(1,11]",Female_137,"(1,11]_137",Black,Non-White
634,137,Female,"(1,11]",Female_137,"(1,11]_137",Mixed,Non-White
635,137,Female,"(1,11]",Female_137,"(1,11]_137",Other,Non-White
636,137,Female,"(11,16]",Female_137,"(11,16]_137",White,White
637,137,Female,"(11,16]",Female_137,"(11,16]_137",Asian,Non-White
638,137,Female,"(11,16]",Female_137,"(11,16]_137",Black,Non-White
639,137,Female,"(11,16]",Female_137,"(11,16]_137",Mixed,Non-White
640,137,Female,"(11,16]",Female_137,"(11,16]_137",Other,Non-White
641,137,Female,"(16,25]",Female_137,"(16,25]_137",White,White
642,137,Female,"(16,25]",Female_137,"(16,25]_137",Asian,Non-White
643,137,Female,"(16,25]",Female_137,"(16,25]_137",Black,Non-White
644,137,Female,"(16,25]",Female_137,"(16,25]_137",Mixed,Non-White
645,137,Female,"(16,25]",Female_137,"(16,25]_137",Other,Non-White
646,137,Female,"(25,50]",Female_137,"(25,50]_137",White,White
647,137,Female,"(25,50]",Female_137,"(25,50]_137",Asian,Non-White
648,137,Female,"(25,50]",Female_137,"(25,50]_137",Black,Non-White
649,137,Female,"(25,50]",Female_137,"(25,50]_137",Mixed,Non-White
650,137,Female,"(25,50]",Female_137,"(25,50]_137",Other,Non-White
651,137,Female,"(50,70]",Female_137,"(50,70]_137",White,White
652,137,Female,"(50,70]",Female_137,"(50,70]_137",Asian,Non-White
653,137,Female,"(50,70]",Female_137,"(50,70]_137",Black,Non-White
654,137,Female,"(50,70]",Female_137,"(50,70]_137",Mixed,Non-White
655,137,Female,"(50,70]",Female_137,"(50,70]_137",Other,Non-White
656,137,Female,"(70, Inf]",Female_137,"(70, Inf]_137",White,White
657,137,Female,"(70, Inf]",Female_137,"(70, Inf]_137",Asian,Non-White
658,137,Female,"(70, Inf]",Female_137,"(70, Inf]_137",Black,Non-White
659,137,Female,"(70, Inf]",Female_137,"(70, Inf]_137",Mixed,Non-White
660,137,Female,"(70, Inf]",Female_137,"(70, Inf]_137",Other,Non-White
661,138,Male,"(1,11]",Male_138,"(1,11]_138",White,White
662,138,Male,"(1,11]",Male_138,"(1,11]_138",Asian,Non-White
663,138,Male,"(1,11]",Male_138,"(1,11]_138",Black,Non-White
664,138,Male,"(1,11]",Male_138,"(1,11]_138",Mixed,Non-White
665,138,Male,"(1,11]",Male_138,"(1,11]_138",Other,Non-White
666,138,Male,"(11,16]",Male_138,"(11,16]_138",White,White
667,138,Male,"(11,16]",Male_138,"(11,16]_138",Asian,Non-White
668,138,Male,"(11,16]",Male_138,"(11,16]_138",Black,Non-White
669,138,Male,"(11,16]",Male_138,"(11,16]_138",Mixed,Non-White
670,138,Male,"(11,16]",Male_138,"(11,16]_138",Other,Non-White
671,138,Male,"(16,25]",Male_138,"(16,25]_138",White,White
672,138,Male,"(16,25]",Male_138,"(16,25]_138",Asian,Non-White
673,138,Male,"(16,25]",Male_138,"(16,25]_138",Black,Non-White
674,138,Male,"(16,25]",Male_138,"(16,25]_138",Mixed,Non-White
675,138,Male,"(16,25]",Male_138,"(16,25]_138",Other,Non-White
676,138,Male,"(25,50]",Male_138,"(25,50]_138",White,White
677,138,Male,"(25,50]",Male_138,"(25,50]_138",Asian,Non-White
678,138,Male,"(25,50]",Male_138,"(25,50]_138",Black,Non-White
679,138,Male,"(25,50]",Male_138,"(25,50]_138",Mixed,Non-White
680,138,Male,"(25,50]",Male_138,"(25,50]_138",Other,Non-White
681,138,Male,"(50,70]",Male_138,"(50,70]_138",White,White
682,138,Male,"(50,70]",Male_138,"(50,70]_138",Asian,Non-White
683,138,Male,"(50,70]",Male_138,"(50,70]_138",Black,Non-White
684,138,Male,"(50,70]",Male_138,"(50,70]_138",Mixed,Non-White
685,138,Male,"(50,70]",Male_138,"(50,70]_138",Other,Non-White
686,138,Male,"(70, Inf]",Male_138,"(70, Inf]_138",White,White
687,138,Male,"(70, Inf]",Male_138,"(70, Inf]_138",Asian,Non-White
688,138,Male,"(70, Inf]",Male_138,"(70, Inf]_138",Black,Non-White
689,138,Male,"(70, Inf]",Male_138,"(70, Inf]_138",Mixed,Non-White
690,138,Male,"(70, Inf]",Male_138,"(70, Inf]_138",Other,Non-White
691,138,Female,"(1,11]",Female_138,"(1,11]_138",White,White
692,138,Female,"(1,11]",Female_138,"(1,11]_138",Asian,Non-White
693,138,Female,"(1,11]",Female_138,"(1,11]_138",Black,Non-White
694,138,Female,"(1,11]",Female_138,"(1,11]_138",Mixed,Non-White
695,138,Female,"(1,11]",Female_138,"(1,11]_138",Other,Non-White
696,138,Female,"(11,16]",Female_138,"(11,16]_138",White,White
697,138,Female,"(11,16]",Female_138,"(11,16]_138",Asian,Non-White
698,138,Female,"(11,16]",Female_138,"(11,16]_138",Black,Non-White
699,138,Female,"(11,16]",Female_138,"(11,16]_138",Mixed,Non-White
700,138,Female,"(11,16]",Female_138,"(11,16]_138",Other,Non-White
701,138,Female,"(16,25]",Female_138,"(16,25]_138",White,White
702,138,Female,"(16,25]",Female_138,"(16,25]_138",Asian,Non-White
703,138,Female,"(16,25]",Female_138,"(16,25]_138",Black,Non-White
704,138,Female,"(16,25]",Female_138,"(16,25]_138",Mixed,Non-White
705,138,Female,"(16,25]",Female_138,"(16,25]_138",Other,Non-White
706,138,Female,"(25,50]",Female_138,"(25,50]_138",White,White
707,138,Female,"(25,50]",Female_138,"(25,50]_138",Asian,Non-White
708,138,Female,"(25,50]",Female_138,"(25,50]_138",Black,Non-White
709,138,Female,"(25,50]",Female_138,"(25,50]_138",Mixed,Non-White
710,138,Female,"(25,50]",Female_138,"(25,50]_138",Other,Non-White
